county_id,timestamp,72h_high_risk_volume,72h_avg_sentiment,population,dynamic_threshold,alert_triggered
Rural_County_X,2026-05-01 22:18:00,25.0,-0.029572,15000,25.0,True
Rural_County_X,2026-05-01 23:51:00,26.0,-0.0015576923076923111,15000,25.0,True
Rural_County_X,2026-05-02 01:57:00,27.0,-0.005348148148148151,15000,25.0,True
Rural_County_X,2026-05-02 02:20:00,28.0,-0.038389285714285716,15000,25.0,True
Rural_County_X,2026-05-02 03:12:00,29.0,-0.035062068965517244,15000,25.0,True
Rural_County_X,2026-05-02 03:36:00,30.0,-0.03484666666666667,15000,25.0,True
Rural_County_X,2026-05-02 06:14:00,31.0,-0.03823870967741935,15000,25.0,True
Rural_County_X,2026-05-02 08:02:00,32.0,-0.057725000000000005,15000,25.0,True
Rural_County_X,2026-05-02 08:31:00,33.0,-0.05946666666666667,15000,25.0,True
Rural_County_X,2026-05-02 09:05:00,34.0,-0.06285588235294118,15000,25.0,True
Rural_County_X,2026-05-02 10:10:00,35.0,-0.07295428571428572,15000,25.0,True
Rural_County_X,2026-05-02 10:20:00,36.0,-0.08455,15000,25.0,True
Rural_County_X,2026-05-02 12:43:00,37.0,-0.08142972972972973,15000,25.0,True
Rural_County_X,2026-05-02 13:54:00,38.0,-0.09286842105263157,15000,25.0,True
Rural_County_X,2026-05-02 15:38:00,39.0,-0.09536666666666667,15000,25.0,True
Rural_County_X,2026-05-02 15:43:00,40.0,-0.0784975,15000,25.0,True
Rural_County_X,2026-05-02 17:47:00,41.0,-0.0713048780487805,15000,25.0,True
Rural_County_X,2026-05-02 18:09:00,42.0,-0.08735476190476191,15000,25.0,True
Rural_County_X,2026-05-02 18:38:00,43.0,-0.10396279069767442,15000,25.0,True
Rural_County_X,2026-05-02 19:04:00,44.0,-0.12105909090909091,15000,25.0,True
Rural_County_X,2026-05-02 19:38:00,45.0,-0.12326000000000001,15000,25.0,True
Rural_County_X,2026-05-02 21:58:00,46.0,-0.11556304347826087,15000,25.0,True
Rural_County_X,2026-05-02 22:55:00,47.0,-0.1342127659574468,15000,25.0,True
Rural_County_X,2026-05-03 01:25:00,48.0,-0.15134583333333332,15000,25.0,True
Rural_County_X,2026-05-03 01:39:00,49.0,-0.13039183673469387,15000,25.0,True
Rural_County_X,2026-05-03 01:41:00,50.0,-0.11924,15000,25.0,True
Rural_County_X,2026-05-03 03:56:00,51.0,-0.10488627450980392,15000,25.0,True
Rural_County_X,2026-05-03 04:50:00,52.0,-0.11806538461538461,15000,25.0,True
Rural_County_X,2026-05-03 05:57:00,53.0,-0.10257169811320754,15000,25.0,True
Rural_County_X,2026-05-03 06:16:00,54.0,-0.10575925925925926,15000,25.0,True
Rural_County_X,2026-05-03 06:24:00,55.0,-0.10654909090909091,15000,25.0,True
Rural_County_X,2026-05-03 07:13:00,56.0,-0.12092857142857143,15000,25.0,True
Rural_County_X,2026-05-03 10:16:00,57.0,-0.12585263157894738,15000,25.0,True
Rural_County_X,2026-05-03 10:56:00,58.0,-0.12764655172413794,15000,25.0,True
Rural_County_X,2026-05-03 12:03:00,59.0,-0.14059830508474577,15000,25.0,True
Rural_County_X,2026-05-03 13:49:00,60.0,-0.12750333333333333,15000,25.0,True
Rural_County_X,2026-05-03 15:19:00,61.0,-0.12850983606557378,15000,25.0,True
Rural_County_X,2026-05-03 16:01:00,62.0,-0.11301290322580645,15000,25.0,True
Rural_County_X,2026-05-03 16:48:00,63.0,-0.11072857142857143,15000,25.0,True
Rural_County_X,2026-05-03 17:37:00,64.0,-0.101709375,15000,25.0,True
Rural_County_X,2026-05-03 19:29:00,65.0,-0.08741076923076924,15000,25.0,True
Rural_County_X,2026-05-03 19:31:00,66.0,-0.09516515151515151,15000,25.0,True
Rural_County_X,2026-05-03 20:18:00,67.0,-0.08134925373134329,15000,25.0,True
Rural_County_X,2026-05-03 20:52:00,68.0,-0.07956323529411766,15000,25.0,True
Rural_County_X,2026-05-03 22:03:00,69.0,-0.06425072463768115,15000,25.0,True
Rural_County_X,2026-05-03 22:20:00,70.0,-0.07660285714285714,15000,25.0,True
Rural_County_X,2026-05-03 22:31:00,71.0,-0.07018309859154931,15000,25.0,True
Rural_County_X,2026-05-04 00:32:00,72.0,-0.08112638888888889,15000,25.0,True
Rural_County_X,2026-05-04 03:05:00,69.0,-0.09559855072463767,15000,25.0,True
Rural_County_X,2026-05-04 03:33:00,70.0,-0.08328428571428571,15000,25.0,True
Rural_County_X,2026-05-04 04:30:00,69.0,-0.09204637681159421,15000,25.0,True
Rural_County_X,2026-05-04 04:34:00,69.0,-0.10073623188405798,15000,25.0,True
Rural_County_X,2026-05-04 04:45:00,70.0,-0.10178285714285713,15000,25.0,True
Rural_County_X,2026-05-04 08:26:00,66.0,-0.1185060606060606,15000,25.0,True
Rural_County_X,2026-05-04 08:29:00,67.0,-0.10207462686567163,15000,25.0,True
Rural_County_X,2026-05-04 09:22:00,67.0,-0.0858910447761194,15000,25.0,True
Rural_County_X,2026-05-04 11:29:00,67.0,-0.07901492537313433,15000,25.0,True
Rural_County_X,2026-05-04 12:38:00,67.0,-0.07224477611940298,15000,25.0,True
Rural_County_X,2026-05-04 12:44:00,68.0,-0.0751470588235294,15000,25.0,True
Rural_County_X,2026-05-04 13:39:00,69.0,-0.06485797101449274,15000,25.0,True
Rural_County_X,2026-05-04 14:35:00,69.0,-0.05894927536231884,15000,25.0,True
Rural_County_X,2026-05-04 15:04:00,70.0,-0.047317142857142856,15000,25.0,True
Rural_County_X,2026-05-04 15:54:00,69.0,-0.07169420289855072,15000,25.0,True
Rural_County_X,2026-05-04 17:50:00,67.0,-0.04751940298507462,15000,25.0,True
Rural_County_X,2026-05-04 18:11:00,68.0,-0.034898529411764696,15000,25.0,True
Rural_County_X,2026-05-04 18:32:00,69.0,-0.02398985507246376,15000,25.0,True
Rural_County_X,2026-05-04 19:17:00,69.0,-0.03887391304347826,15000,25.0,True
Rural_County_X,2026-05-04 19:42:00,70.0,-0.04579142857142857,15000,25.0,True
Rural_County_X,2026-05-04 20:08:00,70.0,-0.04336428571428571,15000,25.0,True
Rural_County_X,2026-05-04 20:44:00,71.0,-0.05212816901408451,15000,25.0,True
Rural_County_X,2026-05-04 23:25:00,70.0,-0.07097285714285714,15000,25.0,True
Rural_County_X,2026-05-05 00:24:00,70.0,-0.09248285714285716,15000,25.0,True
Rural_County_X,2026-05-05 01:33:00,71.0,-0.09408450704225353,15000,25.0,True
Rural_County_X,2026-05-05 01:52:00,72.0,-0.07921388888888889,15000,25.0,True
Rural_County_X,2026-05-05 02:44:00,71.0,-0.07886619718309859,15000,25.0,True
Rural_County_X,2026-05-05 04:24:00,70.0,-0.07965571428571429,15000,25.0,True
Rural_County_X,2026-05-05 05:00:00,71.0,-0.0698169014084507,15000,25.0,True
Rural_County_X,2026-05-05 06:27:00,71.0,-0.05664084507042253,15000,25.0,True
Rural_County_X,2026-05-05 06:40:00,72.0,-0.04676666666666666,15000,25.0,True
Rural_County_X,2026-05-05 06:45:00,73.0,-0.04633287671232876,15000,25.0,True
Rural_County_X,2026-05-05 07:00:00,74.0,-0.034343243243243234,15000,25.0,True
Rural_County_X,2026-05-05 08:38:00,73.0,-0.014954794520547944,15000,25.0,True
Rural_County_X,2026-05-05 09:04:00,74.0,-0.023983783783783783,15000,25.0,True
Rural_County_X,2026-05-05 10:43:00,72.0,-0.005356944444444444,15000,25.0,True
Rural_County_X,2026-05-05 11:36:00,73.0,-0.006873972602739725,15000,25.0,True
Rural_County_X,2026-05-05 14:48:00,72.0,-0.0005486111111111106,15000,25.0,True
